global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
9319.16203079996	n/a	n/a	86846780.95630364	10349.818107960702	n/a	n/a	107118734.86787124	6812.087807470348	n/a	n/a	46404540.29668617	6798.090190664372	12411.551932320495	n/a	n/a	n/a	n/a	-0.2347668382	0.5411390987	0.4659121942	-0.8550263179	0.0071060923	0.1178358476	-0.2507922175	-0.2674500207	0.042431459299999995	-0.1364285914	0.5291128077	-0.12565118279999998	0.241333882	-0.2300585996	0.1485756038	0.2538364405	0.10933629619999999	-0.3500819118	0.0105493732	-0.107374098	0.49393740140000003	-0.1125112524	0.3514821694	-0.2424115884	0.0756026438	-0.1947896896	-0.0350754021	0.0	n/a	n/a	0.0	0.010607900000000002	n/a	n/a	0.00011252754241000005	0.0136975	n/a	n/a	0.00018762150625	0.000122338	n/a	n/a	1.4966586243999998e-08	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0
9253.207313656736	-65.95471714322412	4350.024713442701	85621845.58951052	10046.085878046706	-303.73222991399604	92253.26748852851	100923841.46908946	6809.993395386367	-2.0944120839803877	4.386561977523069	46376010.04520594	6794.884025645943	12068.03925840073	1.088457	42.444073	0.06119065	0.035604500000000004	-0.10472899960000001	0.3080738198	-0.0152990021	-0.3356233357	-0.0194837357	-0.09444029300000001	0.3605911775	-0.2083465553	-0.0521928932	0.14223306619999998	0.19490424480000001	0.2595384562	0.09385221949999999	0.257630192	-0.0720921318	0.0649849993	0.139670984	-0.2392238559	0.1024929358	0.13369820699999999	0.15424095470000002	0.3238398934	0.12148474320000001	0.2536581286	0.051183830199999995	-0.0098054922	-0.488510913	0.0	0.0	0.0	0.0	0.0271312	0.016523299999999998	0.0002730194428899999	0.0007361020134400001	0.0365168	0.022819299999999997	0.00052072045249	0.0013334766822399998	0.000559299	0.000436961	1.90934915521e-07	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9226.462009838024	-26.745303818712273	715.3112763552252	85127601.2189843	9902.135610183162	-143.95026786354356	20721.67961798594	98052289.64245749	6806.9548394110425	-3.0385559753249254	9.232822415182806	46334634.18578141	6791.959751770072	12004.806778807251	1.06187	41.407291	0.02340315	0.0196289	-0.0480041668	0.2841295266	0.297790799	-0.1464555692	-0.1005745474	-0.16900714960000002	0.2529702909	-0.10654504199999999	-0.0235006052	0.18688211579999997	0.1940483022	-0.07028094650000001	-0.0799171789	-0.3372922397	0.0798754221	-0.6437714952	0.0938116248	-0.1502789927	0.0304035376	0.1990220659	0.2154941487	-0.0876478867	-0.0387821898	-0.2364382463	-0.3183548385	0.6363424074	0.0550760421	0.0	0.0	0.0	0.0	0.007965049999999998	-0.019166150000000003	0.00036734130582250017	6.344202150249997e-05	0.0407538	0.004236999999999998	1.7952168999999982e-05	0.00166087221444	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9224.906591119943	-1.5554187180805457	2.4193273885553284	85098901.61488818	9823.308451654144	-78.82715852901856	6213.720921759023	96497388.93633974	6813.057265741523	6.102426330480737	37.23960711894462	46417749.30627336	6796.515096537873	11860.078244304275	1.081289	42.164543	0.03727635	0.0372764	-0.1430701992	0.1595707948	-0.18953566019999998	-0.0597957062	0.10001623189999999	-0.12428812380000001	0.1241534817	-0.1731903809	-0.1543851826	-0.3785001429	-0.269824563	-0.1667636583	-0.10162257890000001	0.1156304142	0.3101021572	-0.20526746199999998	0.1719857208	-0.17745665260000001	0.14170987869999999	-0.3526062634	-0.1881700346	-0.2044670925	-0.15030777050000002	0.0539101079	0.2622262405	0.3600458956	-0.2608763878	0.0	0.0	0.0	0.0	0.0452414	0.03727635	0.0013895262693225	0.00204678427396	0.0407538	0.0	0.0	0.00166087221444	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9207.555429829785	-17.351161290158416	301.0627981170918	84779076.99338795	9780.778452403612	-42.529999250531546	1808.800836250214	95663627.13500279	6813.818415529217	0.7611497876941941	0.5793489993069165	46428121.39980509	6796.818401430201	11861.950717546433	0.9915600000000002	38.665596	0.0193122	0.0193123	0.0316584925	0.1130151031	-0.163298169	0.0496486904	0.012682244799999999	0.0106704323	0.1893700343	-0.1970311391	-0.13113047519999999	0.27233477300000003	0.0170325269	0.17668641	0.0820492862	-0.055697217400000006	-0.11216639310000001	0.0985482883	-0.3128577923	-0.19156390350000002	0.1412982744	0.2693595784	-0.0618710674	0.2076493584	0.03026634	-0.06553135360000001	-0.0467550083	-0.2311820402	0.3043680447	0.0	0.0	0.0	0.0	0.025929200000000003	-0.0193122	0.00037296106884	0.0006723234126400001	0.0407538	0.0	0.0	0.00166087221444	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9196.313862902216	-11.241566927568783	126.37282698700822	84572188.66500747	9741.574709827824	-39.203742575788056	1536.933431948657	94898277.82715708	6816.743775999448	2.925360470230771	8.557733880788799	46467995.70762722	6799.9084864712695	11861.549687335864	1.004182	39.157784	0.0110976	0.0110975	0.045252345	0.22365195129999998	-0.1388832891	0.061189235599999996	-0.2613977885	-0.583532669	-0.0315426149	-0.1414283559	-0.064588754	-0.35823771880000005	0.2526378625	0.2461220871	-0.1420542673	0.0767314959	-0.0203746832	0.1064752475	0.0976017593	-0.1276612208	0.1120083244	-0.3690530524	0.22025476089999999	0.2504121015	-0.12615056759999999	0.0019646060000000003	0.020934368300000002	-0.130486771	0.31386026	0.0	0.0	0.0	0.0	0.0148316	-0.011097600000000004	0.00012315672576000006	0.00021997635856	0.0407538	0.0	0.0	0.00166087221444	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9189.637406149059	-6.676456753155434	44.57507477675481	84449435.65649404	9740.571889015022	-1.0028208128023834	1.0056495825896328	94878740.72506969	6814.515623209458	-2.2281527899904177	4.9646648555420825	46437623.17896578	6796.751246663533	11767.187490328513	1.012469	39.48093400000001	0.0125972	0.0125972	-0.11687730619999999	0.0262159931	-0.39543487159999996	0.1008737966	-0.057303533499999997	0.0452786237	0.23411643850000002	-0.2310879186	-0.2535004197	0.09584903689999999	-0.10545917640000001	0.2024450482	-0.2761183828	0.1019937076	0.18630304329999997	-0.0939037425	-0.43862319619999995	-0.2026103434	0.22062193530000002	0.0938289573	-0.1523219669	0.17228928079999994	-0.3583668896	0.0288657115	0.22144214339999999	0.069130741	0.0844694524	0.0	0.0	0.0	0.0	0.0274288	0.012597200000000001	0.00015868944783999995	0.0007523390694400001	0.0407538	0.0	0.0	0.00166087221444	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9194.469064315916	4.83165816685505	23.344920641337104	84538261.37466238	9752.700177153109	12.128288138086646	147.09537316045322	95115160.74544229	6814.12716946786	-0.3884537415979139	0.15089630936141887	46432329.08168007	6796.0291699283	11775.999751931973	1.000217	39.003147	0.012830307988700006	0.00742987	0.2547015441	0.1563946738	-0.2543466719	0.0745140373	-0.2644405763	-0.0796878254	0.12307662539999999	-0.0119471944	-0.2687160922	0.0381047423	-0.0330702681	-0.05109110099999999	-0.1365457511	-0.177668038	-0.014410973300000001	-0.0335913826	-0.059806749299999996	0.0192063777	0.2752579316	0.0274259844	-0.037381138700000004	-0.0743068991	-0.1389361501	-0.1198608971	-0.1700640957	-0.0127765118	0.20226485530000002	-5.79887e-08	-5.79887e-08	3.36268932769e-15	3.36268932769e-15	0.0317116	0.004282800000000001	1.834237584e-05	0.0010056255745599998	0.0450245	0.004270700000000002	1.823887849000002e-05	0.00202720560025	0.000644834	8.553500000000008e-05	7.316236225000014e-09	4.158108875560001e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9187.946603570954	-6.522460744961791	42.542494169567526	84418362.79007103	9739.90640237408	-12.793774779029265	163.68067309652528	94865776.72700758	6806.898256126789	-7.228913341070437	52.25718809270617	46333863.86926193	6789.589241074237	11775.012384090143	1.030274	40.175243	0.0224732079887	0.0188356	-0.222242353	-0.0688201354	-0.3249520518	0.0722446744	0.3383387261	0.1116445861	0.2199499296	-0.1757885829	-0.1053912841	0.0603039772	-0.38898071310000004	-0.21077263559999998	-0.1611743083	-0.3053935994	-0.1822884973	0.1430331947	0.5042564393	-0.135426115	0.043953211	0.0557166999	-0.3661899608	-0.2789256611	-0.1507550218	-0.2655717503	-0.2213412883	-0.10722604570000001	-0.3203810637	0.0	5.79887e-08	3.36268932769e-15	0.0	0.0135627	-0.0181489	0.00032938257120999995	0.00018394683129	0.044977	-4.750000000000587e-05	2.256250000000558e-09	0.002022930529	0.000559299	-8.553500000000008e-05	7.316236225000014e-09	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9191.220902904088	3.274299333133968	10.721036122961543	84478541.68598104	9752.590533312256	12.684130938176168	160.88717765679786	95113022.11045182	6808.87302161274	1.9747654859502288	3.8996987245002437	46360751.82444579	6791.467766823278	11751.596405401202	1.007912	39.303215	0.017807600000000003	0.0142257	0.2693349761	0.0401301102	-0.21862452940000002	0.089042908	-0.2022907215	0.0783651251	0.11698978	0.044467824	-0.18491695519999998	0.16261901539999998	0.14554604710000002	-0.0690537067	-0.26559749829999996	0.2203975272	-0.0171796641	0.2987989565	0.011389976299999998	0.062127445499999996	0.19550845260000002	0.1671896387	0.12834282589999998	-0.0462826266	-0.239917565	0.211221876	0.08892111789999999	-0.2688115186	0.0277441963	0.0	0.0	0.0	0.0	0.0271471	0.0135844	0.00018453592336000003	0.00073696503841	0.0407538	-0.004223199999999996	1.783541823999997e-05	0.00166087221444	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
