global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
9196.152084799332	4.931181895244664	24.31655488398875	84569213.16675909	9744.108343088226	-8.482190224029182	71.94755099661623	94947647.40184158	6804.280098509425	-4.592923103314206	21.094942632957395	46298227.65897144	6787.065058898437	11822.147971202125	1.042715	40.660343	0.0153417	0.0153417	-0.28414272420000003	-0.1400552101	-0.1465717242	0.0552558628	0.4243473019	0.0831661647	0.0487299008	-0.1206959915	0.08564164380000001	-0.0355725519	-0.33604208	-0.3270920446	0.16173803779999998	0.1442869511	0.1235882917	0.1783377119	-0.23203871829999997	-0.09745167060000001	-0.1309487181	-0.0235471653	-0.2980948847	-0.3717992378	0.06952943730000001	0.0657703634	0.2238446966	-0.1498616139	0.30892680699999997	0.0	0.0	0.0	0.0	0.0118054	-0.0153417	0.00023536775888999997	0.00013936746916000002	0.0407538	0.0	0.0	0.00166087221444	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9201.923548550198	5.771463750865222	33.30979382755127	84675396.99336267	9747.023179981144	2.9148368929181743	8.496274112316875	95004460.87108974	6803.39390852945	-0.8861899799758248	0.7853326806095529	46286168.67461562	6785.333188443123	11808.28842648545	1.056515	41.198486	0.0307827	0.0307827	0.294093606	0.003213803	-0.0632372272	0.1079483298	-0.24209819149999998	0.24847347329999997	0.0457195064	0.2646929286	-0.1605875317	0.257638357	0.0267168365	-0.32334885809999997	0.16036887460000002	0.1234653859	-0.34635410920000004	-0.2258640974	-0.1825733077	0.24691101	0.1574346701	0.23968626780000002	-0.0493705787	-0.2033493947	0.1903120871	0.34950116979999996	-0.3874863415	0.0333000606	0.18375197199999999	0.0	0.0	0.0	0.0	0.0425881	0.0307827	0.0009475746192899998	0.00181374626161	0.0407538	0.0	0.0	0.00166087221444	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9214.991626602421	13.068078052221608	170.77466397895608	84916070.6783527	9716.302573622992	-30.720606358152512	943.7556550125604	94406535.70219278	6802.984141453514	-0.4097670759356333	0.1679090565208391	46280593.22886801	6786.319749190796	11893.125800561844	1.082663	42.218136	0.03383521	0.0338352	-0.3032574301	-0.2232101007	0.04833176980000002	0.0978947028	0.42564355439999996	0.1691788026	0.1662649548	-0.17749416699999998	0.1908241302	0.2665936033	-0.09933043119999999	-0.13004156960000002	0.4045668004	0.2261626527	-0.0817933171	0.134708835	0.1846282789	-0.162232285	-0.22787982280000002	0.2536005975	-0.1897605537	-0.09348363859999999	0.37574907090000004	0.2104380679	0.11069905880000001	-0.1304499691	-0.2075032305	0.0	0.0	0.0	0.0	0.00875289	-0.03383521	0.0011448214357440995	7.661308335209998e-05	0.0407538	0.0	0.0	0.00166087221444	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9236.907808177084	21.916181574664737	480.319014813674	85320465.85676278	9739.723066424824	23.420492801831642	548.5194830806478	94862205.41064776	6815.76823719832	12.784095744806109	163.43310401236963	46454696.6632015	6797.277093987621	11850.232214663018	1.107864	43.200844	0.04648851	0.0464886	0.313497724	-0.0469860942	0.0784496662	0.08701642779999999	-0.21831756230000002	0.321452561	-0.0633135021	0.3373062923	-0.2114312368	-0.3019260715	0.0976826843	-0.04705429690000002	0.4319925668	0.2551912866	0.2110589534	-0.242183271	0.0424825786	0.315154988	0.2244399868	-0.2733973444	0.032209515	-0.0354309415	0.4293186349	0.2372053123	0.21970915579999997	0.3034932648	0.1273332216	0.0	0.0	0.0	0.0	0.0552414	0.04648851	0.0021611815620201	0.00305161227396	0.0407538	0.0	0.0	0.00166087221444	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9225.681442424768	-11.22636575231627	126.03128800477964	85113198.07710074	9675.733931174671	-63.989135250152685	4094.6094300623326	93619827.10688484	6805.67682616184	-10.091411036480167	101.83657670719371	46317237.0621563	6787.621246572284	11951.635741357293	1.130387	44.079113	0.0610530282472	0.0492479	-0.2944626809	-0.278344146	0.1983787759	0.14273282539999999	0.20881962760000009	-0.0627412157	-0.1500013534	-0.0833656197	0.491940463	-0.0005232035	-0.2784086112	0.37016529950000004	0.2508493221	-0.24978865190000002	0.1747632918	-0.0997377113	-0.17363716769999998	-0.0599086824	-0.502730229	-0.027687227999999998	-0.2850060843	0.3412107038	0.1789543728	-0.2677087364	0.06347792690000001	0.1628632861	0.2602776376	3.82472e-08	3.82472e-08	1.4628483078399994e-15	1.4628483078399994e-15	0.00654831	-0.04869309	0.0023710170137480995	4.28803638561e-05	0.0479608	0.007206999999999998	5.194084899999998e-05	0.00230023833664	0.0006623569999999999	0.00010305799999999996	1.0620951363999989e-08	4.387167954489999e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9238.443144544828	12.761702120060365	162.86104100115315	85348831.73498733	9794.58170373628	118.84777256160852	14124.793042855825	95933830.75116548	6811.201055595583	5.52422943374313	30.51711083663395	46392459.81974638	6793.976235810235	11883.114930899328	1.139961	44.452427	0.0746588282472	0.0681754	0.3290459861	-0.1211994034	0.17145002210000002	0.0872511607	-0.1741228237	0.4283865006	-0.2779577676	0.4656705264	-0.2604229139	-0.015943045	-0.2555129452	0.487123934	0.09439168390000001	-0.1164808567	-0.0419957279	0.187484531	0.1861760509	0.48693756	0.2353976427	-0.040975074900000005	-0.24063258140000002	0.38396495140000003	0.08649661410000001	-0.3007386749	0.0701875498	-0.1142741724	-0.23433884	0.0	-3.82472e-08	1.4628483078399994e-15	0.0	0.07473449999999998	0.06818618999999998	0.0046493565067160965	0.005585245490249997	0.0466411	-0.0013197	1.74160809e-06	0.00217539220921	0.000559299	-0.00010305799999999996	1.0620951363999989e-08	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9253.157251753488	14.714107208659696	216.50495094793132	85620919.12567815	9741.789474229126	-52.792229507153024	2787.0194963359186	94902462.1602014	6816.8679150379285	5.6668594423454115	32.11329593929936	46469688.17107356	6799.089002316565	11975.539954370186	1.075916	41.955029	0.0641604	0.062033800000000014	-0.1734452689	-0.304023112	0.1343050926	0.0705641779	0.1674145672	-0.2413942056	-0.4607818519	0.013221182	0.3916510383	-0.0367086883	0.046651011	0.18227008649999998	-0.2488201423	0.34926234759999997	-0.39086483590000004	-0.2895160007	0.2244548757	0.0348839292	-0.37994471469999996	-0.09114111359999999	0.031701221	0.2903904786	-0.21968068079999997	0.3990411261	-0.34327448549999995	0.0837049849	-0.0705932453	0.0	0.0	0.0	0.0	0.0127384	-0.061996099999999985	0.0038435164152099983	0.00016226683456	0.048805400000000006	0.002164300000000008	4.684194490000034e-06	0.002381967069160001	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9246.1975888903	-6.9596628631879875	48.436907169238005	85492169.85280079	9769.077151207115	27.28767697798867	744.6173148550528	95434868.38623692	6809.007741864259	-7.860173173669863	61.78232232007938	46362586.42876741	6791.584348608221	11914.608008014942	1.06765	41.632694	0.046194699999999984	0.042663	0.2977889991	-0.1965344421	0.2029557643	0.0923618449	-0.20915024129999998	0.1675795739	-0.2530738522	0.36942015170000003	0.1153169906	0.16870047920000006	0.2053080557	-0.0660408443	-0.0345050398	-0.37370142630000003	0.1045745377	0.1168674679	0.0147464384	0.34900911770000004	-0.1107835781	0.20966806940000002	0.2741340297	-0.10739904869999999	0.0153441184	-0.3593547663	0.028346243900000002	-0.04272302769999999	-0.1287157314	0.0	0.0	0.0	0.0	0.0552414	0.042503	0.001806505009	0.00305161227396	0.045113699999999986	-0.0036917000000000135	1.3628648890000094e-05	0.0020352459276899992	0.000559299	0.0	0.0	3.12815371401e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9257.738717478289	11.541128587989078	133.19764908449878	85705726.16109656	9740.003964922442	-29.073186284673284	845.2501607433148	94867677.23670489	6815.5212976551575	6.513555790898862	42.42640904115211	46451330.55879104	6798.224770703294	11985.484907164946	1.012244	39.472168	0.0237042890399	0.020327900000000003	-0.08245786320000001	-0.2796746968	0.0403964275	0.0805891414	0.2154922004	-0.2142609846	-0.3826296181	0.0808897329	0.16622152029999998	-0.5136827244	0.0064179114	-0.1609316621	-0.08231160950000001	-0.2001206504	-0.4793824336	0.1112497094	-0.3656050016	0.0959502889	-0.17690929519999998	-0.5277389305	0.039793493	-0.1762421195	-0.0589976183	-0.026352076800000002	-0.3583224925	-0.2929021862	-0.11714223720000001	3.9039900000000005e-08	3.9039900000000005e-08	1.5241137920100006e-15	1.5241137920100006e-15	0.0350755	-0.020165899999999997	0.00040666352280999975	0.00123029070025	0.0451551	4.1400000000003934e-05	1.7139600000003256e-09	0.00203898305601	0.0006292380000000001	6.993900000000009e-05	4.8914637210000126e-09	3.959404606440001e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9241.866801432328	-15.871916045960463	251.91771897001718	85412101.97541702	9732.2851239823	-7.7188409401424005	59.5805054592184	94717373.73448716	6806.574624777099	-8.946672878058052	80.04295558697956	46329458.12265951	6790.630145923237	12009.205236903264	0.988173	38.533497	0.0152059390399	0.013197	0.1720821575	-0.1966875337	0.2722126848	0.1277731131	-0.1506808251	-0.21267922420000002	-0.0118393422	0.31870233010000004	0.3867370982	0.12626357130000002	0.050570498	-0.1762288152	-0.3924759162	0.1754493186	0.4200614654	0.1395097807	-0.0153990902	0.2837149166	-0.3618797963	0.1643242041	0.27869050089999997	-0.17791096879999999	-0.3670431347	0.0723916206	0.40902357450000004	0.0364083978	-0.0049354379	0.0	-3.9039900000000005e-08	1.5241137920100006e-15	0.0	0.0220417	-0.013033800000000002	0.00016987994244000004	0.00048583653889	0.047166	0.002010900000000003	4.043718810000012e-06	0.002224631556	0.000626014	-3.2240000000000216e-06	1.0394176000000142e-11	3.918935281960001e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
